pps,unique_ips,syn_ratio,suspicious,label
1758,37,0.39850473439737344,0.590702840638424,2
522,5,0.8866803872980475,0.6364082323788286,0
1204,31,0.01530454029038475,0.24998272417423087,1
1683,32,0.8564898411883223,0.8504939047129934,2
1349,45,0.1629344270814297,0.3675606562488578,1
792,16,0.6424192782063156,0.5438515669237893,0
497,28,0.5857755812734633,0.45086534876407797,0
1499,20,0.575474177875879,0.6450845067255273,1
690,35,0.6432882184423532,0.5239729310654119,0
1953,43,0.9414648087765252,0.9554788852659152,2
1859,1,0.9611905638239142,0.9485143382943485,2
1866,43,0.19579113478929644,0.4906746808735779,2
397,12,0.10077800137742665,0.139866800826456,0
1922,35,0.3365542148887265,0.586332528933236,2
90,8,0.38539662096556504,0.249237972579339,0
970,26,0.34062456946424,0.39837474167854403,1
115,41,0.4960374542934062,0.3206224725760437,0
826,45,0.9366481518557073,0.7271888911134243,2
1400,36,0.41794603171557876,0.5307676190293472,1
1021,36,0.17743954377972282,0.3106637262678337,1
457,24,0.806834739267264,0.5755008435603584,0
1713,35,0.4126176769114265,0.5901706061468559,2
978,49,0.7764129607419968,0.661447776445198,1
1688,23,0.9307573256035647,0.8960543953621388,2
37,12,0.42899402737501835,0.264796416425011,0
1549,23,0.7545428740846823,0.7625257244508095,2
873,30,0.9025529066795667,0.7161317440077399,2
62,20,0.8264574661077416,0.5082744796646449,0
1366,13,0.8955232284962005,0.8105139370977203,2
177,36,0.01083765148029836,0.04190259088817902,0
1257,19,0.09128667678613356,0.30617200607168016,1
455,28,0.9500619670508049,0.6610371802304829,0
1408,19,0.49302565777180496,0.577415394663083,1
144,5,0.29321077169806453,0.2047264630188387,0
1049,21,0.75237452943768,0.661224717662608,1
1175,16,0.7896181427945539,0.7087708856767323,2
109,42,0.9742482085344102,0.6063489251206461,0
398,31,0.05587115467735004,0.11312269280641002,0
1187,23,0.5459157701649889,0.5649494620989933,1
1867,18,0.9686519439741349,0.9545911663844808,2
1033,10,0.8369638742373738,0.7087783245424243,2
913,38,0.08410680611499743,0.23306408366899847,1
1677,40,0.07276300636419353,0.37905780381851617,2
946,27,0.7062422271564962,0.6129453362938977,1
1541,29,0.08483771408519192,0.3591026284511152,2
339,8,0.3742707957561203,0.2923624774536722,0
1857,22,0.8127995672575026,0.8590797403545015,2
511,7,0.9860010638228709,0.6938006382937225,0
1156,36,0.37625958553091576,0.45695575131854943,1
1439,19,0.7771469159274368,0.754088149556462,2
1206,39,0.4242220092469763,0.4957332055481858,1
1882,19,0.11119748230615134,0.4431184893836908,2
1475,45,0.011353644767419069,0.30181218686045147,1
1244,20,0.11881791626807192,0.3200907497608432,1
829,41,0.7442116569432979,0.6123269941659788,1
387,13,0.23750647129246993,0.21990388277548195,0
505,49,0.08289132169335423,0.15073479301601253,0
929,38,0.436335831606556,0.4476014989639336,1
58,44,0.9779006687542708,0.5983404012525625,0
173,47,0.8911431136980711,0.5692858682188426,0
886,21,0.9929647961193003,0.7729788776715802,2
1253,36,0.5538542844013208,0.5829125706407925,1
1556,18,0.16621543190925292,0.4109292591455518,2
1329,14,0.29449394683942987,0.4424963681036579,1
1537,3,0.901158010490989,0.8480948062945933,2
1977,11,0.2809631895922303,0.5639779137553382,2
736,16,0.8902637838909163,0.6813582703345498,0
972,24,0.6201325978015367,0.566479558680922,1
1032,28,0.6468483616687238,0.5945090170012344,1
1672,28,0.07773463696498484,0.38104078217899096,2
41,36,0.9862107444796029,0.5999264466877617,0
502,17,0.2797635071689457,0.26825810430136743,0
1748,13,0.6847311725538793,0.7604387035323276,2
925,13,0.9109271844938425,0.7315563106963056,2
1277,6,0.949799913291924,0.8252799479751545,2
256,5,0.6134151959357899,0.4192491175614739,0
450,10,0.9327284833540133,0.6496370900124079,0
1266,45,0.16483426113700095,0.3521005566822006,1
1016,33,0.7776022837352256,0.6697613702411354,1
146,32,0.9852860506655043,0.6203716303993025,0
1803,21,0.7495782999760721,0.8103469799856433,2
1241,22,0.8291642207065144,0.7456985324239087,2
689,13,0.06351182959000135,0.17590709775400082,0
105,35,0.1338521188006332,0.10131127128037992,0
405,48,0.07535906035246231,0.1262154362114774,0
476,17,0.5343462750294631,0.41580776501767786,0
1669,38,0.9131657522576428,0.8816994513545857,2
1047,37,0.7261208440718481,0.6450725064431089,1
714,10,0.37785054927578643,0.36951032956547186,0
1109,14,0.2050453285065249,0.34482719710391496,1
1,45,0.60617463445088,0.363904780670528,0
1470,1,0.6717006844058567,0.697020410643514,1
1824,34,0.3581627180328405,0.5796976308197043,2
1096,39,0.6715731955927996,0.6221439173556798,1
674,3,0.5201635011119934,0.44689810066719604,0
268,1,0.5519068387744855,0.38474410326469133,0
389,30,0.876653602658345,0.6037921615950069,0
1849,17,0.13401522845064073,0.45020913707038446,2
1327,23,0.755137255673619,0.7184823534041713,2
853,14,0.7040797680992236,0.5930478608595341,1
435,39,0.13637147558676976,0.16882288535206186,0
764,34,0.350587558806597,0.3631525352839582,0
98,18,0.3922440450997323,0.2549464270598394,0
859,34,0.34825546702330035,0.38075328021398025,1
166,33,0.7836530127411431,0.5033918076446858,0
1020,30,0.6220867002278735,0.5772520201367242,1
1587,17,0.9495206236576421,0.8871123741945852,2
900,10,0.9265876251614944,0.7359525750968967,2
1354,17,0.25824438829895835,0.42574663297937504,1
984,5,0.980032575285477,0.7848195451712862,2
53,2,0.3287516102875082,0.20785096617250493,0
1771,43,0.24014561877819307,0.49828737126691586,2
1907,47,0.12887972191064923,0.45872783314638954,2
1207,16,0.15190269351229435,0.33254161610737665,1
1398,16,0.6408747448032146,0.6641248468819287,1
360,4,0.3456672833238632,0.2794003699943179,0
1219,32,0.47396164026287235,0.5281769841577234,1
93,32,0.17231987120162984,0.1219919227209779,0
634,19,0.8217906368444492,0.6198743821066695,0
1490,28,0.3476192144826835,0.5065715286896101,1
534,21,0.5487153092074086,0.4360291855244452,0
645,41,0.3559914842719861,0.3425948905631917,0
1070,34,0.1287483982996439,0.2912490389797864,1
1754,45,0.321582764680029,0.5437496588080174,2
794,47,0.6279003894909078,0.5355402336945446,0
239,30,0.15697768271619372,0.14198660962971624,0
48,17,0.2768776481472037,0.17572658888832224,0
1281,8,0.7482596903836584,0.705155814230195,2
1277,15,0.5365906459873325,0.5773543875923995,1
56,22,0.23611653311740433,0.15286991987044257,0
28,23,0.531265753973534,0.3243594523841204,0
1410,45,0.06234136251124145,0.3194048175067448,1
699,7,0.6871655054033311,0.5520993032419986,0
919,46,0.7496162320085874,0.6335697392051525,1
1532,45,0.8672149810747233,0.8267289886448339,2
806,35,0.3971638325040825,0.3994982995024495,1
1216,25,0.7374052060938191,0.6856431236562914,1
28,10,0.5639650920188364,0.3439790552113018,0
1297,39,0.08920432871205619,0.31292259722723376,1
126,44,0.23321641154980122,0.16512984692988072,0
1549,20,0.47396994143055615,0.5941819648583337,2
1418,3,0.648822840291576,0.6728937041749457,1
1170,47,0.5841994847141693,0.5845196908285015,1
1494,34,0.5577422659504374,0.6334453595702625,1
1960,49,0.5644585425226413,0.7306751255135848,2
1578,41,0.3374468338719181,0.5180681003231509,2
692,26,0.6075552222935728,0.5029331333761436,0
1467,45,0.330348481280914,0.4916090887685485,1
1401,33,0.00753436313407474,0.28472061788044484,1
277,6,0.36535681967405764,0.2746140918044346,0
624,4,0.8508175178361462,0.6352905107016877,0
1470,30,0.17337359529475482,0.39802415717685286,1
823,9,0.08023374566164221,0.21274024739698533,1
243,31,0.4103968269896615,0.29483809619379686,0
548,24,0.11203890216805235,0.17682334130083144,0
1346,20,0.9694704332753689,0.8508822599652213,2
4,15,0.8170720709492799,0.49104324256956794,0
881,30,0.17088758739006582,0.2787325524340395,1
947,2,0.5567628930139298,0.5234577358083579,1
1416,26,0.2799790936602842,0.4511874561961705,1
1324,5,0.18704374855752337,0.37702624913451405,1
1142,4,0.4254364386164168,0.48366186316985005,1
225,20,0.24240973241508024,0.19044583944904814,0
559,1,0.6106200424416326,0.47817202546497956,0
320,38,0.5812382214226123,0.41274293285356733,0
139,36,0.3206421921595143,0.22018531529570856,0
259,33,0.3692304815098961,0.27333828890593764,0
10,5,0.06337497047276774,0.040024982283660644,0
172,2,0.32235384497472297,0.2278123069848338,0
1666,20,0.25464065476376385,0.48598439285825834,2
1637,9,0.7602278598896866,0.7835367159338119,2
1995,15,0.47157618855015837,0.681945713130095,2
1443,30,0.10669925011343606,0.35261955006806167,1
1605,44,0.4085182929359169,0.5661109757615501,2
1909,11,0.9383404568210378,0.9448042740926227,2
588,35,0.0664962673667775,0.1574977604200665,0
1320,22,0.04809464396408769,0.29285678637845264,1
1373,8,0.8279408871774919,0.7713645323064952,2
1253,14,0.7995371309195156,0.7303222785517094,2
1315,21,0.1864049867881441,0.37484299207288646,1
851,14,0.5230654247691193,0.4840392548614716,1
132,25,0.8772005408131083,0.5527203244878649,0
89,18,0.8165994394715771,0.5077596636829462,0
1319,40,0.3769444294249076,0.4899666576549445,1
1715,38,0.539781061914633,0.6668686371487799,2
575,15,0.5774862709061257,0.4614917625436754,0
145,33,0.3914821102015019,0.26388926612090113,0
1986,14,0.06661911239081697,0.4371714674344902,2
104,39,0.11689804070836407,0.09093882442501844,0
1670,3,0.6277080530714179,0.7106248318428507,2
1992,42,0.13927207266338726,0.4819632435980324,2
1039,47,0.6200727559285135,0.5798436535571081,1
478,39,0.5731508492573887,0.4394905095544332,0
157,38,0.7524031200388227,0.4828418720232936,0
1021,37,0.7785719390507511,0.6713431634304505,1
289,4,0.5698896848713165,0.3997338109227899,0
1546,5,0.8767656367617495,0.8352593820570496,2
865,38,0.5364813514845947,0.49488881089075687,1
815,36,0.45700021928167833,0.43720013156900694,1
948,15,0.7972953657795536,0.6679772194677321,1
1285,29,0.22925139523264149,0.3945508371395849,1
844,45,0.7200365365460744,0.6008219219276446,1
95,36,0.5427244433475962,0.3446346660085577,0
1835,27,0.34569599350391944,0.5744175961023517,2
11,10,0.3425242571785434,0.20771455430712604,0
1158,8,0.4235968624204829,0.4857581174522897,1
346,46,0.6149502631526544,0.43817015789159264,0
218,13,0.13911619414306187,0.12706971648583712,0
1234,25,0.2560155318536622,0.40040931911219735,1
1640,43,0.9321182824836124,0.8872709694901675,2
356,48,0.6966508238768923,0.4891904943261353,0
888,37,0.7072386343133986,0.6019431805880392,1
1130,49,0.5762883601668132,0.5717730161000878,1
1402,9,0.424130671302386,0.5348784027814315,1
1053,14,0.9343670147690148,0.7712202088614089,2
1750,11,0.4508393714041321,0.6205036228424793,2
814,37,0.9848411989623346,0.7537047193774007,2
1646,36,0.12466268120326685,0.4039976087219601,2
825,1,0.8698963620621283,0.686937817237277,1
567,40,0.6078943937942587,0.4781366362765552,0
1455,9,0.7442496518432888,0.7375497911059734,2
202,26,0.3334991716911442,0.24049950301468653,0
575,25,0.863518140612957,0.6331108843677742,0
1830,2,0.4657001223188132,0.6454200733912879,2
475,34,0.9184547249393011,0.6460728349635806,0
640,43,0.03284667024343835,0.147708002146063,0
763,24,0.5776319540915472,0.4991791724549283,0
1204,6,0.033879160246594986,0.261127496147957,1
1185,49,0.7804957075460877,0.7052974245276525,2
1003,22,0.22009721408109706,0.3326583284486582,1
1906,21,0.5151736824068126,0.6903042094440875,2
849,20,0.45898898801701304,0.4451933928102078,1
148,22,0.08534966807864386,0.08080980084718631,0
1725,40,0.5021950103312426,0.6463170061987455,2
1793,32,0.06707647738842748,0.3988458864330565,2
215,19,0.349386999049333,0.2526321994295998,0
670,29,0.6249759870510523,0.5089855922306314,0
1501,30,0.8365648132923329,0.8021388879753998,2
1043,18,0.29404467922097155,0.3850268075325829,1
1395,47,0.5276477301447858,0.5955886380868716,1
502,28,0.48108794838758595,0.38905276903255154,0
1246,38,0.7653562810662407,0.7084137686397444,2
1668,1,0.3343628113104822,0.5342176867862893,2
55,39,0.7532462207474508,0.4629477324484705,0
778,10,0.8974304098188842,0.6940582458913305,0
162,33,0.02538635566034486,0.04763181339620692,0
1500,32,0.7159722288473975,0.7295833373084386,2
1373,8,0.02709599250348349,0.2908575955020901,1
759,3,0.2310747965880714,0.29044487795284285,0
443,8,0.10410858198457384,0.15106514919074432,0
1263,37,0.1785446620543336,0.35972679723260015,1
1633,28,0.23818278104672652,0.4695096686280359,2
1442,35,0.24317219099945409,0.4343033145996724,1
1102,32,0.8556964681062857,0.7338178808637714,2
491,16,0.3971835296184548,0.33651011777107287,0
165,21,0.406392308273522,0.2768353849641132,0
823,48,0.08692501495034932,0.21675500897020958,1
330,7,0.7359046131960023,0.5075427679176014,0
1109,19,0.1227768896627085,0.2954661337976251,1
915,36,0.6429255636142532,0.568755338168552,1
82,2,0.9106240035403039,0.5627744021241823,0
709,20,0.3358658571498351,0.34331951428990104,0
1023,2,0.3630592121950905,0.4224355273170543,1
1143,12,0.8306545065652498,0.7269927039391498,2
805,38,0.7738345232013403,0.6253007139208042,1
905,34,0.8610680199747216,0.697640811984833,1
1891,22,0.7797587747880308,0.8460552648728186,2
593,10,0.5657766199665605,0.45806597197993626,0
59,46,0.4710654526938144,0.2944392716162886,0
736,17,0.48477836715034617,0.43806702029020766,0
1233,14,0.7416869442286655,0.6916121665371994,1
1986,45,0.40255004359698054,0.6387300261581883,2
1225,22,0.8349302367992991,0.7459581420795794,2
4,26,0.5256901823026858,0.3162141093816115,0
1133,34,0.27230732651936895,0.3899843959116214,1
75,6,0.914298806560499,0.5635792839362994,0
1877,42,0.5765164755142536,0.7213098853085521,2
934,34,0.5541780025157934,0.5193068015094761,1
1177,38,0.8297418037072016,0.7332450822243209,2
1623,42,0.140018538660449,0.4086111231962694,2
27,31,0.8738900775625152,0.5297340465375091,0
168,34,0.6005168604336534,0.393910116260192,0
821,7,0.5732943781794007,0.5081766269076404,1
1425,26,0.4043815015490243,0.5276289009294146,1
702,46,0.046965966775055046,0.168579580065033,0
1020,43,0.1843709206789632,0.3146225524073779,1
693,36,0.7709859255354785,0.6011915553212871,0
29,21,0.8370789907030294,0.5080473944218177,0
11,36,0.7190459051842455,0.43362754311054724,0
807,40,0.5664046402968972,0.5012427841781383,1
98,47,0.9540869365396331,0.5920521619237797,0
406,5,0.48375494193241275,0.37145296515944765,0
1786,36,0.5398427789081934,0.6811056673449161,2
1491,35,0.8415296603100434,0.8031177961860261,2
1873,45,0.15467214088323622,0.4674032845299418,2
201,26,0.4742373087003696,0.32474238522022175,0
73,9,0.3515401611342188,0.22552409668053128,0
1665,25,0.704925549688953,0.7559553298133719,2
1640,42,0.4596815127611311,0.6038089076566786,2
1827,3,0.07776534407895708,0.41205920644737426,2
108,44,0.9676993882070865,0.6022196329242518,0
102,34,0.10309374601374488,0.08225624760824693,0
1637,44,0.8074302518167612,0.8118581510900567,2
817,17,0.9502373538208024,0.7335424122924814,2
1847,49,0.18513292883861965,0.4804797573031718,2
1342,16,0.8729458358764083,0.7921675015258449,2
1800,31,0.8065611478614497,0.8439366887168698,2
1751,37,0.6922765645178525,0.7655659387107114,2
710,8,0.24966800885918594,0.29180080531551156,0
1113,12,0.22120944181960223,0.35532566509176133,1
1946,41,0.9440593396866133,0.9556356038119679,2
47,32,0.7055751725156885,0.4327451035094131,0
711,17,0.18057534512733353,0.2505452070764001,0
981,22,0.9154882975880418,0.7454929785528251,2
1806,15,0.6974202672468399,0.7796521603481039,2
137,48,0.11528202124728437,0.09656921274837063,0
827,23,0.7953418379590974,0.6426051027754585,1
1247,30,0.054882614646474925,0.282329568787885,1
995,18,0.5224345760711689,0.5124607456427014,1
615,17,0.6501673504432282,0.5131004102659369,0
1176,35,0.560677194003514,0.5716063164021083,1
1837,34,0.8849983565232811,0.8983990139139686,2
1195,40,0.4410321617481616,0.503619297048897,1
983,44,0.5724277594334657,0.5400566556600794,1
1912,49,0.5384014903807876,0.7054408942284726,2
982,25,0.737855766906525,0.639113460143915,1
1185,16,0.42681705665486436,0.4930902339929186,1
1132,2,0.02440078155653802,0.2410404689339228,1
1194,34,0.021269410850387138,0.2515616465102323,1
759,13,0.528937134027212,0.46916228041632724,0
1440,32,0.7987832357736654,0.7672699414641992,2
1063,46,0.35071181545171015,0.42302708927102606,1
958,49,0.40193091360924216,0.43275854816554526,1
245,44,0.6275054632183701,0.42550327793102205,0
1464,44,0.9840834691992951,0.883250081519577,2
266,30,0.41776678216733376,0.30386006930040027,0
1383,20,0.7375823015888915,0.7191493809533349,2
1713,3,0.4673107665376526,0.6229864599225916,2
376,30,0.8528218216919013,0.5868930930151408,0
146,37,0.04209318963636188,0.054455913781817133,0
705,46,0.04510067722032318,0.1680604063321939,0
399,49,0.39163014054035605,0.3147780843242136,0
964,12,0.956415697559425,0.7666494185356549,2
1829,37,0.08941100231225951,0.41944660138735573,2
710,39,0.8791183075621647,0.6694709845372988,0
1326,24,0.4674015112498697,0.5456409067499219,1
1869,34,0.16703394609207523,0.47402036765524513,2
564,4,0.2316717013834434,0.251803020830066,0
1684,29,0.6496466489923685,0.726587989395421,2
885,45,0.12033876203499594,0.24920325722099756,1
1131,34,0.38409061149124957,0.45665436689474975,1
937,49,0.9572702629833256,0.7617621577899953,2
1912,6,0.8007696871298751,0.862861812277925,2
54,47,0.21632402303655351,0.1405944138219321,0
1545,35,0.597274072430341,0.6673644434582047,2
1777,42,0.5152479243147259,0.6645487545888356,2
850,17,0.15389590633985506,0.26233754380391305,1
160,35,0.22444057183666066,0.1666643431019964,0
1144,47,0.03486516023382491,0.24971909614029494,1
580,14,0.8601268164179238,0.6320760898507543,0
1291,41,0.3911697660803798,0.49290185964822786,1
635,28,0.4766768283303684,0.41300609699822105,0
1219,25,0.8521935333470078,0.7551161200082046,2
170,9,0.329051365369871,0.2314308192219226,0
1561,5,0.7352126545234527,0.7533275927140717,2
1250,24,0.2526490939608851,0.40158945637653104,1
38,8,0.6957142928497502,0.4250285757098501,0
1200,26,0.5326025194007621,0.5595615116404573,1
37,48,0.6832587636595959,0.4173552581957576,0
1989,13,0.8512069140487687,0.9085241484292612,2
1064,45,0.480586577326648,0.5011519463959888,1
349,3,0.34780920790219305,0.2784855247413158,0
1890,40,0.5657319639957911,0.7174391783974746,2
1773,33,0.878629986355158,0.8817779918130948,2
1171,16,0.6584518346584255,0.6292711007950553,1
353,48,0.7083629767150348,0.49561778602902085,0
363,45,0.6974714616692836,0.49108287700157016,0
1194,36,0.6186113782151843,0.6099668269291105,1
422,7,0.8816371327703502,0.6133822796622102,0
557,31,0.8258167505647627,0.6068900503388576,0
1418,32,0.3351188542591419,0.4846713125554851,1
1694,39,0.1607598960483082,0.4352559376289849,2
356,2,0.8321341779577419,0.5704805067746451,0
1548,39,0.19313286458729306,0.4254797187523759,2
1549,46,0.32643357650329297,0.5056601459019758,2
1257,17,0.11584385678025766,0.3209063140681546,1
866,24,0.8186794204998418,0.6644076522999051,1
1008,6,0.2833429482655816,0.37160576895934894,1
1479,10,0.4322407838925123,0.5551444703355074,1
994,28,0.6326218931339481,0.5783731358803689,1
1246,37,0.10250972799067926,0.31070583679440755,1
1220,20,0.6878857223008134,0.656731433380488,1
1266,4,0.30096356694681625,0.4337781401680898,1
1041,12,0.0673506014687717,0.248610360881263,1
1930,1,0.05792046055879829,0.420752276335279,2
1144,18,0.8715368061523763,0.7517220836914258,2
704,47,0.9688778552856915,0.7221267131714149,2
1700,35,0.5943958592285453,0.6966375155371272,2
460,7,0.06562614457401295,0.13137568674440778,0
1057,6,0.3718335292387246,0.43450011754323475,1
1952,11,0.6832953766065052,0.8003772259639031,2
1562,34,0.2736266662816659,0.47657599976899956,2
1309,4,0.42618130223597295,0.5175087813415837,1
397,41,0.16362382119166918,0.17757429271500152,0
887,29,0.6936822257814886,0.5936093354688932,1
884,32,0.0823810456158427,0.22622862736950564,1
974,20,0.6545112142811352,0.5875067285686811,1
1563,3,0.9508635622504104,0.8831181373502461,2
748,28,0.7312700669736856,0.5883620401842113,0
303,16,0.8573600920924986,0.5750160552554991,0
84,6,0.7600940784380972,0.4728564470628583,0
1477,3,0.31195199049513045,0.4825711942970783,1
570,38,0.22995460589108618,0.2519727635346517,0
1981,35,0.03113408288451136,0.41488044973070687,2
793,24,0.36852634372376114,0.3797158062342567,0
1295,44,0.47320990669155716,0.5429259440149343,1
1608,46,0.2037012492762742,0.44382074956576456,2
